    48    0.17895E+04    0.16284E+00    0.48911E-01   -0.15713E+01
    49    0.18059E+04    0.17184E+00    0.50199E-01   -0.18127E+01
    50    0.18225E+04    0.18117E+00    0.51468E-01   -0.20635E+01
    51    0.18391E+04    0.19083E+00    0.52718E-01   -0.23223E+01
    52    0.18560E+04    0.20080E+00    0.53946E-01   -0.25895E+01
    53    0.18730E+04    0.21108E+00    0.55152E-01   -0.28660E+01
    54    0.18901E+04    0.22164E+00    0.56334E-01   -0.31528E+01
    55    0.19074E+04    0.23246E+00    0.57492E-01   -0.34510E+01
    56    0.19249E+04    0.24352E+00    0.58624E-01   -0.37612E+01
    57    0.19425E+04    0.25485E+00    0.59730E-01   -0.40836E+01
    58    0.19602E+04    0.26644E+00    0.60807E-01   -0.44183E+01
    59    0.19782E+04    0.27831E+00    0.61855E-01   -0.47652E+01
    60    0.19963E+04    0.29047E+00    0.62872E-01   -0.51242E+01
    61    0.20146E+04    0.30294E+00    0.63858E-01   -0.54954E+01
    62    0.20331E+04    0.31569E+00    0.64811E-01   -0.58788E+01
    63    0.20518E+04    0.32871E+00    0.65732E-01   -0.62744E+01
    64    0.20707E+04    0.34200E+00    0.66620E-01   -0.66821E+01
    65    0.20899E+04    0.35552E+00    0.67474E-01   -0.71021E+01
    66    0.21093E+04    0.36928E+00    0.68295E-01   -0.75341E+01
    67    0.21289E+04    0.38325E+00    0.69082E-01   -0.79774E+01
    68    0.21488E+04    0.39744E+00    0.69834E-01   -0.84310E+01
    69    0.21690E+04    0.41184E+00    0.70552E-01   -0.88941E+01
    70    0.21895E+04    0.42644E+00    0.71233E-01   -0.93657E+01
    71    0.22103E+04    0.44124E+00    0.71879E-01   -0.98452E+01
    72    0.22314E+04    0.45623E+00    0.72487E-01   -0.10333E+02
    73    0.22528E+04    0.47139E+00    0.73059E-01   -0.10829E+02
    74    0.22744E+04    0.48672E+00    0.73594E-01   -0.11334E+02
    75    0.22963E+04    0.50220E+00    0.74091E-01   -0.11848E+02
    76    0.23185E+04    0.51782E+00    0.74550E-01   -0.12372E+02
    77    0.23408E+04    0.53358E+00    0.74971E-01   -0.12905E+02
    78    0.23635E+04    0.54946E+00    0.75354E-01   -0.13448E+02
    79    0.23864E+04    0.56545E+00    0.75700E-01   -0.14000E+02
    80    0.24096E+04    0.58154E+00    0.76007E-01   -0.14560E+02
    81    0.24330E+04    0.59773E+00    0.76277E-01   -0.15128E+02
    82    0.24568E+04    0.61399E+00    0.76509E-01   -0.15704E+02
    83    0.24808E+04    0.63033E+00    0.76704E-01   -0.16287E+02
    84    0.25052E+04    0.64671E+00    0.76863E-01   -0.16876E+02
    85    0.25299E+04    0.66313E+00    0.76986E-01   -0.17470E+02
    86    0.25550E+04    0.67956E+00    0.77073E-01   -0.18069E+02
    87    0.25805E+04    0.69601E+00    0.77126E-01   -0.18672E+02
    88    0.26062E+04    0.71245E+00    0.77143E-01   -0.19280E+02
    89    0.26323E+04    0.72887E+00    0.77125E-01   -0.19893E+02
    90    0.26588E+04    0.74525E+00    0.77073E-01   -0.20509E+02
    91    0.26854E+04    0.76157E+00    0.76986E-01   -0.21130E+02
    92    0.27124E+04    0.77783E+00    0.76866E-01   -0.21755E+02
    93    0.27397E+04    0.79401E+00    0.76713E-01   -0.22383E+02
    94    0.27672E+04    0.81009E+00    0.76527E-01   -0.23014E+02
    95    0.27950E+04    0.82605E+00    0.76310E-01   -0.23647E+02
    96    0.28231E+04    0.84190E+00    0.76063E-01   -0.24282E+02
    97    0.28515E+04    0.85760E+00    0.75786E-01   -0.24918E+02
    98    0.28802E+04    0.87315E+00    0.75481E-01   -0.25556E+02
    99    0.29091E+04    0.88853E+00    0.75147E-01   -0.26193E+02
   100    0.29383E+04    0.90373E+00    0.74786E-01   -0.26831E+02
   101    0.29677E+04    0.91873E+00    0.74399E-01   -0.27468E+02
   102    0.29975E+04    0.93352E+00    0.73986E-01   -0.28104E+02
   103    0.30275E+04    0.94808E+00    0.73548E-01   -0.28738E+02
   104    0.30578E+04    0.96240E+00    0.73087E-01   -0.29370E+02
   105    0.30883E+04    0.97647E+00    0.72602E-01   -0.30000E+02
   106    0.31191E+04    0.99026E+00    0.72095E-01   -0.30627E+02
   107    0.31502E+04    0.10038E+01    0.71567E-01   -0.31250E+02
   108    0.31815E+04    0.10170E+01    0.71018E-01   -0.31870E+02
   109    0.32131E+04    0.10299E+01    0.70449E-01   -0.32485E+02
   110    0.32449E+04    0.10424E+01    0.69861E-01   -0.33095E+02
   111    0.32770E+04    0.10547E+01    0.69254E-01   -0.33699E+02
   112    0.33094E+04    0.10666E+01    0.68631E-01   -0.34298E+02
   113    0.33420E+04    0.10781E+01    0.67991E-01   -0.34890E+02
   114    0.33748E+04    0.10892E+01    0.67336E-01   -0.35475E+02
   115    0.34078E+04    0.11000E+01    0.66667E-01   -0.36053E+02
   116    0.34410E+04    0.11104E+01    0.65984E-01   -0.36622E+02
   117    0.34745E+04    0.11203E+01    0.65290E-01   -0.37184E+02
   118    0.35081E+04    0.11299E+01    0.64583E-01   -0.37736E+02
   119    0.35418E+04    0.11391E+01    0.63867E-01   -0.38279E+02
   120    0.35758E+04    0.11478E+01    0.63141E-01   -0.38811E+02
   121    0.36099E+04    0.11561E+01    0.62407E-01   -0.39333E+02
   122    0.36441E+04    0.11639E+01    0.61665E-01   -0.39844E+02
   123    0.36784E+04    0.11713E+01    0.60917E-01   -0.40343E+02
   124    0.37129E+04    0.11783E+01    0.60164E-01   -0.40831E+02
   125    0.37475E+04    0.11847E+01    0.59406E-01   -0.41305E+02
   126    0.37821E+04    0.11907E+01    0.58644E-01   -0.41767E+02
   127    0.38169E+04    0.11962E+01    0.57881E-01   -0.42215E+02
   128    0.38517E+04    0.12012E+01    0.57115E-01   -0.42648E+02
   129    0.38866E+04    0.12057E+01    0.56350E-01   -0.43067E+02
   130    0.39215E+04    0.12097E+01    0.55584E-01   -0.43471E+02
   131    0.39565E+04    0.12131E+01    0.54821E-01   -0.43859E+02
   132    0.39915E+04    0.12160E+01    0.54059E-01   -0.44231E+02
   133    0.40265E+04    0.12184E+01    0.53300E-01   -0.44587E+02
   134    0.40616E+04    0.12203E+01    0.52545E-01   -0.44925E+02
   135    0.40966E+04    0.12216E+01    0.51793E-01   -0.45246E+02
   136    0.41316E+04    0.12225E+01    0.51047E-01   -0.45549E+02
   137    0.41666E+04    0.12228E+01    0.50306E-01   -0.45834E+02
   138    0.42016E+04    0.12226E+01    0.49571E-01   -0.46099E+02
   139    0.42365E+04    0.12220E+01    0.48843E-01   -0.46346E+02
   140    0.42714E+04    0.12208E+01    0.48123E-01   -0.46573E+02
   141    0.43062E+04    0.12191E+01    0.47411E-01   -0.46779E+02
   142    0.43410E+04    0.12169E+01    0.46707E-01   -0.46965E+02
   143    0.43756E+04    0.12142E+01    0.46013E-01   -0.47130E+02
   144    0.44101E+04    0.12111E+01    0.45329E-01   -0.47274E+02
   145    0.44446E+04    0.12074E+01    0.44656E-01   -0.47396E+02
   146    0.44789E+04    0.12033E+01    0.43994E-01   -0.47495E+02
   147    0.45131E+04    0.11987E+01    0.43345E-01   -0.47571E+02
   148    0.45472E+04    0.11936E+01    0.42708E-01   -0.47625E+02
   149    0.45811E+04    0.11880E+01    0.42085E-01   -0.47654E+02
   150    0.46148E+04    0.11819E+01    0.41476E-01   -0.47659E+02
   151    0.46484E+04    0.11754E+01    0.40881E-01   -0.47640E+02
   152    0.46818E+04    0.11684E+01    0.40302E-01   -0.47596E+02
   153    0.47150E+04    0.11610E+01    0.39737E-01   -0.47528E+02
   154    0.47480E+04    0.11532E+01    0.39188E-01   -0.47434E+02
   155    0.47808E+04    0.11449E+01    0.38654E-01   -0.47315E+02
   156    0.48133E+04    0.11363E+01    0.38136E-01   -0.47171E+02
   157    0.48457E+04    0.11274E+01    0.37633E-01   -0.47002E+02
   158    0.48777E+04    0.11181E+01    0.37146E-01   -0.46807E+02
   159    0.49096E+04    0.11085E+01    0.36675E-01   -0.46586E+02
   160    0.49412E+04    0.10986E+01    0.36220E-01   -0.46339E+02
   161    0.49725E+04    0.10884E+01    0.35782E-01   -0.46067E+02
   162    0.50035E+04    0.10779E+01    0.35359E-01   -0.45769E+02
   163    0.50342E+04    0.10673E+01    0.34953E-01   -0.45444E+02
   164    0.50646E+04    0.10563E+01    0.34564E-01   -0.45093E+02
   165    0.50947E+04    0.10452E+01    0.34191E-01   -0.44716E+02
   166    0.51245E+04    0.10339E+01    0.33836E-01   -0.44311E+02
   167    0.51540E+04    0.10225E+01    0.33497E-01   -0.43881E+02
   168    0.51831E+04    0.10109E+01    0.33176E-01   -0.43423E+02
   169    0.52118E+04    0.99915E+00    0.32872E-01   -0.42938E+02
   170    0.52402E+04    0.98732E+00    0.32585E-01   -0.42427E+02
   171    0.52682E+04    0.97540E+00    0.32316E-01   -0.41888E+02
   172    0.52959E+04    0.96342E+00    0.32065E-01   -0.41321E+02
   173    0.53231E+04    0.95139E+00    0.31831E-01   -0.40727E+02
   174    0.53499E+04    0.93933E+00    0.31616E-01   -0.40105E+02
   175    0.53764E+04    0.92726E+00    0.31418E-01   -0.39456E+02
   176    0.54024E+04    0.91520E+00    0.31239E-01   -0.38779E+02
   177    0.54279E+04    0.90320E+00    0.31078E-01   -0.38074E+02
   178    0.54530E+04    0.89127E+00    0.30934E-01   -0.37341E+02
   179    0.54777E+04    0.87947E+00    0.30808E-01   -0.36581E+02
   180    0.55019E+04    0.86783E+00    0.30698E-01   -0.35793E+02
   181    0.55256E+04    0.85639E+00    0.30604E-01   -0.34978E+02
   182    0.55489E+04    0.84518E+00    0.30526E-01   -0.34136E+02
   183    0.55716E+04    0.83424E+00    0.30464E-01   -0.33267E+02
   184    0.55939E+04    0.82361E+00    0.30416E-01   -0.32372E+02
   185    0.56156E+04    0.81333E+00    0.30384E-01   -0.31449E+02
   186    0.56369E+04    0.80343E+00    0.30365E-01   -0.30500E+02
   187    0.56576E+04    0.79394E+00    0.30361E-01   -0.29525E+02
   188    0.56778E+04    0.78492E+00    0.30370E-01   -0.28524E+02
   189    0.56974E+04    0.77639E+00    0.30392E-01   -0.27496E+02
   190    0.57165E+04    0.76839E+00    0.30427E-01   -0.26442E+02
   191    0.57350E+04    0.76096E+00    0.30474E-01   -0.25363E+02
   192    0.57529E+04    0.75413E+00    0.30533E-01   -0.24258E+02
   193    0.57703E+04    0.74795E+00    0.30603E-01   -0.23127E+02
   194    0.57871E+04    0.74245E+00    0.30685E-01   -0.21971E+02
   195    0.58033E+04    0.73767E+00    0.30777E-01   -0.20790E+02
   196    0.58189E+04    0.73363E+00    0.30879E-01   -0.19584E+02
   197    0.58338E+04    0.73040E+00    0.30992E-01   -0.18352E+02
   198    0.58481E+04    0.72798E+00    0.31113E-01   -0.17096E+02
   199    0.58619E+04    0.72644E+00    0.31244E-01   -0.15815E+02
   200    0.58749E+04    0.72580E+00    0.31383E-01   -0.14510E+02
   201    0.58873E+04    0.72609E+00    0.31531E-01   -0.13180E+02
   202    0.58991E+04    0.72736E+00    0.31687E-01   -0.11827E+02
   203    0.59102E+04    0.72964E+00    0.31850E-01   -0.10450E+02
   204    0.59206E+04    0.73295E+00    0.32020E-01   -0.90517E+01
   205    0.59305E+04    0.73733E+00    0.32198E-01   -0.76314E+01
   206    0.59396E+04    0.74281E+00    0.32382E-01   -0.61902E+01
   207    0.59481E+04    0.74942E+00    0.32572E-01   -0.47287E+01
   208    0.59560E+04    0.75720E+00    0.32769E-01   -0.32477E+01
   209    0.59632E+04    0.76618E+00    0.32971E-01   -0.17479E+01
   210    0.59698E+04    0.77639E+00    0.33179E-01   -0.22997E+00
   211    0.59758E+04    0.78786E+00    0.33392E-01    0.13054E+01
   212    0.59811E+04    0.80063E+00    0.33610E-01    0.28575E+01
   213    0.59857E+04    0.81473E+00    0.33833E-01    0.44256E+01
   214    0.59897E+04    0.83018E+00    0.34059E-01    0.60091E+01
   215    0.59931E+04    0.84703E+00    0.34290E-01    0.76072E+01
   216    0.59959E+04    0.86530E+00    0.34524E-01    0.92193E+01
   217    0.59980E+04    0.88503E+00    0.34761E-01    0.10845E+02
   218    0.59994E+04    0.90625E+00    0.35001E-01    0.12483E+02
   219    0.60003E+04    0.92899E+00    0.35244E-01    0.14132E+02
   220    0.60005E+04    0.95328E+00    0.35490E-01    0.15793E+02
   221    0.60000E+04    0.97915E+00    0.35737E-01    0.17465E+02
   222    0.59990E+04    0.10066E+01    0.35986E-01    0.19146E+02
   223    0.59973E+04    0.10358E+01    0.36237E-01    0.20836E+02
   224    0.59950E+04    0.10666E+01    0.36488E-01    0.22535E+02
   225    0.59920E+04    0.10992E+01    0.36740E-01    0.24241E+02
   226    0.59884E+04    0.11334E+01    0.36993E-01    0.25954E+02
   227    0.59842E+04    0.11695E+01    0.37246E-01    0.27674E+02
   228    0.59794E+04    0.12074E+01    0.37499E-01    0.29399E+02
   229    0.59739E+04    0.12471E+01    0.37751E-01    0.31129E+02
   230    0.59678E+04    0.12887E+01    0.38003E-01    0.32863E+02
   231    0.59611E+04    0.13322E+01    0.38253E-01    0.34601E+02
   232    0.59538E+04    0.13776E+01    0.38502E-01    0.36342E+02
   233    0.59459E+04    0.14250E+01    0.38750E-01    0.38085E+02
   234    0.59373E+04    0.14744E+01    0.38995E-01    0.39829E+02
   235    0.59281E+04    0.15258E+01    0.39238E-01    0.41574E+02
   236    0.59183E+04    0.15793E+01    0.39478E-01    0.43319E+02
   237    0.59079E+04    0.16349E+01    0.39715E-01    0.45063E+02
   238    0.58969E+04    0.16927E+01    0.39949E-01    0.46806E+02
   239    0.58852E+04    0.17526E+01    0.40180E-01    0.48547E+02
   240    0.58729E+04    0.18147E+01    0.40406E-01    0.50286E+02
   241    0.58601E+04    0.18790E+01    0.40628E-01    0.52020E+02
   242    0.58466E+04    0.19455E+01    0.40845E-01    0.53751E+02
   243    0.58325E+04    0.20144E+01    0.41058E-01    0.55477E+02
   244    0.58178E+04    0.20856E+01    0.41266E-01    0.57197E+02
   245    0.58024E+04    0.21591E+01    0.41467E-01    0.58912E+02
   246    0.57865E+04    0.22350E+01    0.41664E-01    0.60619E+02
   247    0.57700E+04    0.23133E+01    0.41854E-01    0.62319E+02
   248    0.57528E+04    0.23941E+01    0.42037E-01    0.64010E+02
   249    0.57351E+04    0.24774E+01    0.42214E-01    0.65693E+02
   250    0.57168E+04    0.25631E+01    0.42383E-01    0.67365E+02
   251    0.56978E+04    0.26514E+01    0.42546E-01    0.69028E+02
   252    0.56783E+04    0.27422E+01    0.42701E-01    0.70679E+02
   253    0.56582E+04    0.28356E+01    0.42849E-01    0.72319E+02
   254    0.56375E+04    0.29313E+01    0.42990E-01    0.73947E+02
   255    0.56162E+04    0.30295E+01    0.43124E-01    0.75562E+02
   256    0.55944E+04    0.31302E+01    0.43251E-01    0.77163E+02
   257    0.55721E+04    0.32332E+01    0.43372E-01    0.78750E+02
   258    0.55492E+04    0.33386E+01    0.43487E-01    0.80322E+02
   259    0.55259E+04    0.34464E+01    0.43595E-01    0.81879E+02
   260    0.55020E+04    0.35565E+01    0.43698E-01    0.83419E+02
   261    0.54776E+04    0.36689E+01    0.43794E-01    0.84943E+02
   262    0.54527E+04    0.37835E+01    0.43885E-01    0.86450E+02
   263    0.54274E+04    0.39004E+01    0.43970E-01    0.87939E+02
   264    0.54016E+04    0.40196E+01    0.44049E-01    0.89409E+02
   265    0.53754E+04    0.41409E+01    0.44124E-01    0.90860E+02
   266    0.53487E+04    0.42645E+01    0.44193E-01    0.92290E+02
   267    0.53216E+04    0.43901E+01    0.44257E-01    0.93701E+02
   268    0.52940E+04    0.45179E+01    0.44316E-01    0.95090E+02
   269    0.52661E+04    0.46479E+01    0.44370E-01    0.96458E+02
   270    0.52377E+04    0.47799E+01    0.44420E-01    0.97803E+02
   271    0.52090E+04    0.49139E+01    0.44465E-01    0.99124E+02
   272    0.51799E+04    0.50500E+01    0.44507E-01    0.10042E+03
   273    0.51504E+04    0.51881E+01    0.44544E-01    0.10170E+03
   274    0.51206E+04    0.53282E+01    0.44577E-01    0.10295E+03
   275    0.50904E+04    0.54702E+01    0.44606E-01    0.10417E+03
   276    0.50599E+04    0.56142E+01    0.44632E-01    0.10537E+03
   277    0.50291E+04    0.57601E+01    0.44654E-01    0.10654E+03
   278    0.49980E+04    0.59079E+01    0.44673E-01    0.10768E+03
   279    0.49666E+04    0.60575E+01    0.44688E-01    0.10879E+03
   280    0.49348E+04    0.62090E+01    0.44701E-01    0.10988E+03
   281    0.49028E+04    0.63623E+01    0.44710E-01    0.11094E+03
   282    0.48706E+04    0.65174E+01    0.44717E-01    0.11196E+03
   283    0.48380E+04    0.66743E+01    0.44721E-01    0.11296E+03
   284    0.48053E+04    0.68329E+01    0.44723E-01    0.11392E+03
   285    0.47723E+04    0.69932E+01    0.44723E-01    0.11486E+03
   286    0.47390E+04    0.71552E+01    0.44720E-01    0.11576E+03
   287    0.47056E+04    0.73189E+01    0.44716E-01    0.11662E+03
   288    0.46719E+04    0.74842E+01    0.44710E-01    0.11746E+03
   289    0.46381E+04    0.76512E+01    0.44702E-01    0.11826E+03
   290    0.46040E+04    0.78197E+01    0.44693E-01    0.11902E+03
   291    0.45698E+04    0.79898E+01    0.44682E-01    0.11975E+03
   292    0.45355E+04    0.81615E+01    0.44670E-01    0.12044E+03
   293    0.45010E+04    0.83346E+01    0.44657E-01    0.12110E+03
   294    0.44663E+04    0.85093E+01    0.44643E-01    0.12171E+03
   295    0.44315E+04    0.86855E+01    0.44629E-01    0.12229E+03
   296    0.43966E+04    0.88631E+01    0.44614E-01    0.12283E+03
   297    0.43616E+04    0.90421E+01    0.44599E-01    0.12334E+03
   298    0.43265E+04    0.92225E+01    0.44583E-01    0.12380E+03
   299    0.42914E+04    0.94043E+01    0.44568E-01    0.12422E+03
   300    0.42561E+04    0.95875E+01    0.44552E-01    0.12460E+03
   301    0.42208E+04    0.97719E+01    0.44537E-01    0.12493E+03
   302    0.41854E+04    0.99577E+01    0.44522E-01    0.12523E+03
   303    0.41500E+04    0.10145E+02    0.44508E-01    0.12548E+03
   304    0.41145E+04    0.10333E+02    0.44494E-01    0.12570E+03
   305    0.40790E+04    0.10522E+02    0.44480E-01    0.12587E+03
   306    0.40435E+04    0.10711E+02    0.44467E-01    0.12600E+03
   307    0.40080E+04    0.10902E+02    0.44455E-01    0.12609E+03
   308    0.39725E+04    0.11094E+02    0.44443E-01    0.12614E+03
   309    0.39370E+04    0.11286E+02    0.44432E-01    0.12615E+03
   310    0.39015E+04    0.11479E+02    0.44422E-01    0.12612E+03
   311    0.38661E+04    0.11673E+02    0.44412E-01    0.12605E+03
   312    0.38307E+04    0.11867E+02    0.44403E-01    0.12594E+03
   313    0.37953E+04    0.12061E+02    0.44395E-01    0.12580E+03
   314    0.37600E+04    0.12256E+02    0.44388E-01    0.12561E+03
   315    0.37248E+04    0.12451E+02    0.44382E-01    0.12538E+03
   316    0.36897E+04    0.12646E+02    0.44377E-01    0.12512E+03
   317    0.36546E+04    0.12841E+02    0.44373E-01    0.12481E+03
   318    0.36196E+04    0.13036E+02    0.44371E-01    0.12447E+03
   319    0.35848E+04    0.13232E+02    0.44369E-01    0.12409E+03
   320    0.35500E+04    0.13427E+02    0.44369E-01    0.12367E+03
   321    0.35154E+04    0.13622E+02    0.44370E-01    0.12322E+03
   322    0.34809E+04    0.13816E+02    0.44373E-01    0.12273E+03
   323    0.34466E+04    0.14010E+02    0.44377E-01    0.12220E+03
   324    0.34124E+04    0.14204E+02    0.44382E-01    0.12163E+03
   325    0.33784E+04    0.14398E+02    0.44389E-01    0.12103E+03
   326    0.33446E+04    0.14590E+02    0.44398E-01    0.12039E+03
   327    0.33109E+04    0.14782E+02    0.44408E-01    0.11971E+03
   328    0.32774E+04    0.14974E+02    0.44420E-01    0.11900E+03
   329    0.32442E+04    0.15164E+02    0.44434E-01    0.11825E+03
   330    0.32111E+04    0.15354E+02    0.44450E-01    0.11747E+03
   331    0.31783E+04    0.15542E+02    0.44468E-01    0.11665E+03
   332    0.31457E+04    0.15730E+02    0.44487E-01    0.11579E+03
   333    0.31133E+04    0.15916E+02    0.44509E-01    0.11490E+03
   334    0.30812E+04    0.16102E+02    0.44533E-01    0.11398E+03
   335    0.30493E+04    0.16286E+02    0.44559E-01    0.11302E+03
   336    0.30177E+04    0.16468E+02    0.44587E-01    0.11202E+03
   337    0.29864E+04    0.16650E+02    0.44617E-01    0.11100E+03
   338    0.29554E+04    0.16829E+02    0.44650E-01    0.10994E+03
   339    0.29246E+04    0.17007E+02    0.44686E-01    0.10884E+03
   340    0.28942E+04    0.17184E+02    0.44723E-01    0.10771E+03
   341    0.28641E+04    0.17359E+02    0.44764E-01    0.10655E+03
   342    0.28343E+04    0.17532E+02    0.44807E-01    0.10536E+03
   343    0.28048E+04    0.17703E+02    0.44852E-01    0.10413E+03
   344    0.27757E+04    0.17872E+02    0.44901E-01    0.10287E+03
   345    0.27469E+04    0.18039E+02    0.44952E-01    0.10158E+03
   346    0.27185E+04    0.18204E+02    0.45006E-01    0.10025E+03
   347    0.26905E+04    0.18367E+02    0.45063E-01    0.98895E+02
   348    0.26628E+04    0.18527E+02    0.45123E-01    0.97507E+02
   349    0.26355E+04    0.18685E+02    0.45187E-01    0.96087E+02
   350    0.26086E+04    0.18841E+02    0.45253E-01    0.94637E+02
   351    0.25822E+04    0.18995E+02    0.45323E-01    0.93155E+02
   352    0.25561E+04    0.19145E+02    0.45395E-01    0.91643E+02
   353    0.25305E+04    0.19294E+02    0.45471E-01    0.90101E+02
   354    0.25052E+04    0.19439E+02    0.45550E-01    0.88532E+02
   355    0.24804E+04    0.19582E+02    0.45632E-01    0.86934E+02
   356    0.24560E+04    0.19722E+02    0.45716E-01    0.85310E+02
   357    0.24320E+04    0.19860E+02    0.45803E-01    0.83660E+02
   358    0.24084E+04    0.19995E+02    0.45893E-01    0.81984E+02
   359    0.23852E+04    0.20127E+02    0.45985E-01    0.80285E+02
   360    0.23625E+04    0.20256E+02    0.46079E-01    0.78562E+02
   361    0.23401E+04    0.20382E+02    0.46176E-01    0.76817E+02
   362    0.23182E+04    0.20505E+02    0.46275E-01    0.75050E+02
   363    0.22967E+04    0.20625E+02    0.46377E-01    0.73262E+02
   364    0.22757E+04    0.20743E+02    0.46480E-01    0.71454E+02
   365    0.22550E+04    0.20857E+02    0.46585E-01    0.69627E+02
   366    0.22348E+04    0.20968E+02    0.46693E-01    0.67781E+02
   367    0.22150E+04    0.21076E+02    0.46802E-01    0.65918E+02
   368    0.21956E+04    0.21180E+02    0.46912E-01    0.64039E+02
   369    0.21767E+04    0.21282E+02    0.47025E-01    0.62144E+02
   370    0.21581E+04    0.21380E+02    0.47138E-01    0.60234E+02
   371    0.21400E+04    0.21475E+02    0.47254E-01    0.58309E+02
   372    0.21224E+04    0.21567E+02    0.47370E-01    0.56372E+02
   373    0.21052E+04    0.21655E+02    0.47488E-01    0.54422E+02
   374    0.20884E+04    0.21739E+02    0.47607E-01    0.52461E+02
   375    0.20720E+04    0.21821E+02    0.47727E-01    0.50489E+02
   376    0.20561E+04    0.21898E+02    0.47848E-01    0.48507E+02
   377    0.20406E+04    0.21972E+02    0.47970E-01    0.46516E+02
   378    0.20255E+04    0.22043E+02    0.48093E-01    0.44517E+02
   379    0.20109E+04    0.22110E+02    0.48217E-01    0.42511E+02
   380    0.19968E+04    0.22173E+02    0.48341E-01    0.40499E+02
   381    0.19830E+04    0.22233E+02    0.48466E-01    0.38480E+02
   382    0.19697E+04    0.22288E+02    0.48591E-01    0.36457E+02
   383    0.19569E+04    0.22340E+02    0.48716E-01    0.34430E+02
   384    0.19445E+04    0.22388E+02    0.48842E-01    0.32400E+02
   385    0.19325E+04    0.22433E+02    0.48968E-01    0.30368E+02
   386    0.19210E+04    0.22473E+02    0.49095E-01    0.28335E+02
   387    0.19099E+04    0.22509E+02    0.49221E-01    0.26300E+02
   388    0.18993E+04    0.22541E+02    0.49347E-01    0.24267E+02
   389    0.18891E+04    0.22570E+02    0.49473E-01    0.22234E+02
   390    0.18794E+04    0.22594E+02    0.49599E-01    0.20203E+02
   391    0.18701E+04    0.22614E+02    0.49724E-01    0.18175E+02
   392    0.18613E+04    0.22630E+02    0.49849E-01    0.16151E+02
   393    0.18529E+04    0.22641E+02    0.49973E-01    0.14131E+02
   394    0.18450E+04    0.22649E+02    0.50097E-01    0.12117E+02
   395    0.18375E+04    0.22652E+02    0.50220E-01    0.10109E+02
   396    0.18305E+04    0.22651E+02    0.50342E-01    0.81078E+01
